,Sentence,Author_name
340," I finished a PhD program, but it was so, SO hard to  keep myself from quitting when I fully realized what an a—hole of an adviser I was stuck with",Erin's story - dropout
341," ""I  lived in terror of my own anxiety, which lead to continual procrastination,"" is exactly how I dealt  with it, too",Erin's story - dropout
342," And now I'm trying to do something totally and completely unrelated to what I  studied, partly because the whole field is connected to such negative emotions for me",Erin's story - dropout
343, Getting the  degree at all feels like a huge waste now,Erin's story - dropout
344," I'm so glad you shared your story, and I really like your conclusion, that ""I don't just get a  chance at one awesome version of my life—we can always change course",Erin's story - dropout
345,""" That's how I'm trying to  look at it, too!  REPLY    Jill B on 22 September 2011 at 5:15 pm I'm finishing up an M",Erin's story - dropout
346," program in Professional Communication (I am sure to include the  ""professional"" because it sounds so much more",Erin's story - dropout
347," professional, and less like mass-comm)",Erin's story - dropout
348," I ended up  in grad school after I realized how completely difficult it is to advance or even gain entry in my  region — so many over-educated people in need of a job and willing to take anything, I was always  at the bottom of the list by default",Erin's story - dropout
349, I started in a Liberal Studies program but I switched  programs after taking a hard look at what I wanted and needed,Erin's story - dropout
350," And it's been a ridiculously uphill  war with a battle every year (6 years with a break, and many, many errs created by faculty  misunderstandings)",Erin's story - dropout
351," So I know I'm in my last semester because  there's a time limit, and I'm not sure if I'll get a degree because I'm having to take two classes  to make up for the canceled thesis (yes, it's been that ridiculous), plus take comprehensive exams  (which I never expected/planned for — see ’canceled thesis’), and I work full time",Erin's story - dropout
352, So I'd really  love to have a degree after all the work to get here,Erin's story - dropout
353," I'm much less convinced that I need one, but  after all the effort and being so close, it's partially to prove to myself and everyone, and  partially because it feels like a waste to be so close and not finish",Erin's story - dropout
354, Bottom line — the world is changing shape daily and grad school is interesting — but rarely  necessary,Erin's story - dropout
355, Know what you want/need before you start,Erin's story - dropout
356,  R EP LY    Anonymous on 27 September 2011 at 5:40 am Oh my goodness,Erin's story - dropout
357,this touched me so deeply,Erin's story - dropout
358," I'm a 23 year old who struggled with never feeling good  enough, constantly over- committing and just floundering for four years at an ivy league  institution",Erin's story - dropout
359, I'm still trying to finish my degree while back home with my parents,Erin's story - dropout
360, Sometimes I feel  like I have wasted the past 4 or 5 years of my life,Erin's story - dropout
361, I certainly grew personally during my college  years and intellectually but often feel like a failure,Erin's story - dropout
362, That weight is constantly with me,Erin's story - dropout
363, And even  though I know I can recreate my life it's hard to break the cycle,Erin's story - dropout
364," I don't want to waste my 20s,  these years I'll never be able to redo",Erin's story - dropout
365," Hard to reconcile what a happy, authentic life might look  like with what a successful life for me ""should"" look like, according to my parents or others",Erin's story - dropout
366, But  this post,Erin's story - dropout
367,"oh, just thank you! It resonated",Erin's story - dropout
368,"  REPLY    Anonymous on 17 March 2012 at 11:02 pm  Dear Erin,  I'm so proud of you for making the decision you did",Erin's story - dropout
369," You're totally right in saying that your  health/well-being come first over school, which was clearing causing a detriment in your life",Erin's story - dropout
370, I went through the same experience as I dropped out of my Ph,Erin's story - dropout
371,D program 1 yr,Erin's story - dropout
372, And might I say  after I did I experienced this depression I have never experienced before,Erin's story - dropout
373, I'm finally going for  counselling and hoping to bring some closure to this unfortunate experience,Erin's story - dropout
374," Like you, I found the  academy to be very patriachical, subjective and belittling",Erin's story - dropout
375, I suffered emotional/verbal abuse from  my supervisor in addition getting in debt and having no job,Erin's story - dropout
376,it was awful,Erin's story - dropout
377, Please remember that you are not alone and that I think you are a very resilient and strong person  for doing what you did,Erin's story - dropout
378, It's a shame that we live in a society that measures our self-worth by how  well we perform in school,Erin's story - dropout
379,I'm not going to comply with this belief system,Erin's story - dropout
380, I wish there was a support group for graduate school drop outs,Erin's story - dropout
381,the post-trauma and mental health  issues we experience are real,Erin's story - dropout
382," All the best Erin, and thank you for sharing your story!!  REPLY    Failed PhD, Future MPhll on 6 March 2019 at 10:30 am Thank you for your comments",Erin's story - dropout
383, I've recently left my program after 7 years,Erin's story - dropout
384, It's a great loss to my  self worth,Erin's story - dropout
385, I was in political theory with a chair who has written several books on ethical  behavior,Erin's story - dropout
386, It tools me years of self loathing to realize that my chair was anything but ethical,Erin's story - dropout
387,  They made sure I was well aware I was a “brown” woman,Erin's story - dropout
388, Pushed me to ethnic and gender studies  making it clear that my only worth to them was my brown skin and my vagina,Erin's story - dropout
389," I brought in the most  awards and grant money of my class (non of it having to do with topics about gender or race), and  prominent scholars outside my university were interested in my work yet the very same papers  getting picked up by publishers my own chair dismissed as “clumsy writing not worthy of grad  school",Erin's story - dropout
390,” I believed every negative word my chair had for me as he was a well respected “ethics”  guy,Erin's story - dropout
391," Of course it was all my fault, he's too ethical to be abusive, racist, sexist, etc",Erin's story - dropout
392," During the  last 7 years I was diagnosed as bipolar, insititutinalized, got cancer twice, and was generally  sick all the time",Erin's story - dropout
393, I never linked my health with grad school,Erin's story - dropout
394, I just wasn't good enough,Erin's story - dropout
395, I fought  and clawed my way through my exams and found myself utterly paralyzed by my dissertation proposal,Erin's story - dropout
396,"  For two years I did not produce any work, granted I was being treated for cancer, and still  teaching, but this was unacceptable and they have “forced” me to drop out in the passive aggressive  way  academia functions sometimes",Erin's story - dropout
397, I have been so paralyzed by anxiety and shame for the last two years  quitting doesn't feel much different,Erin's story - dropout
398," My therapist has suggested I'm suffering from a type of  complex trauma (not to be confused with trauma associated with an event), I find this hard to  believe and I continue to blame myself into a paralyzing shame everyday",Erin's story - dropout
399, My intellectual side knows that grad school trauma is very real but I still can't seem to give  myself a break but I'm trying,Erin's story - dropout
400," I share this because many of you sound like your on the other side  and I want others like me (if there are any), to know they aren't alone",Erin's story - dropout
401, I feel so much shame and  guilt I am still short of functioning regularly,Erin's story - dropout
402, That's reality but I am hopeful that more distance  and more time will help,Erin's story - dropout
403, I'd love to know how some of you managed to “forgive” yourself for what  many perceive as failing,Erin's story - dropout
404, Thanks for sharing everyone,Erin's story - dropout
405,  REPLY    Anonymous on 24/uIy 2012 at 9:00 am What a wonderful blog! Hats off to you Sarah for writing such an interesting piece and Erin for  having the courage to stop doing something that was a waste of your time,Erin's story - dropout
406," Growing up I have heard many times that you have to finish what you start; don't quit; you're not a  failure if you fall; only if you don't try again you're a failure, etc, etc",Erin's story - dropout
407," But what is the rule  of thumb for a PhD? It's not like finishing a BS, completing a challenging internship or leaving a  relationship without evaluating it from different angles",Erin's story - dropout
408," You believe that finishing a PhD falls under the same category, but after four years of my PhD  experience, I now have realized that it is and it isn't",Erin's story - dropout
409," Some things in life are just meant for the  experience you gain, not from the completion",Erin's story - dropout
410, This is the second time I didn't complete something I  started (one being my Peace Corps experience),Erin's story - dropout
411, So I was particularly hard on myself when I didn't  see this out as well,Erin's story - dropout
412, Only until reading this blog did I realized that trying out things in life  means that you are living,Erin's story - dropout
413, My PhD didn't work out but there are so many other things in my life  that did (i,Erin's story - dropout
414," learned Mandarin after working so hard at it for 7 years, lived abroad successfully  for 9 years, finished two masters, received my teacher's certification, etc)",Erin's story - dropout
415, Now I understand that  none of us can expect everything to work out when we start,Erin's story - dropout
416," That goes for relationships,  jobs, education programs, you name it",Erin's story - dropout
417," just make sure that you are enjoying the process (at least  most of the time), bless the universe for teaching you such valuable lessons and meeting great  people along the way and move on",Erin's story - dropout
418, Thanks again for posting this,Erin's story - dropout
419, Now I don't feel like such a loser for studying in a bad PhD program  in a foreign country for the past four years,Erin's story - dropout
420, At almost 38 my life isn't over and I still have time  to begin a new career,Erin's story - dropout
421,  REPLY    Tamara on 7 October 2015 at 5:39 pm Thank you anonymous! I feel exactly same,Erin's story - dropout
422, I am currently 2,Erin's story - dropout
423,5 years into my PhD and it looks like I  won't be finishing for at least another 12-18months,Erin's story - dropout
424, I am so fed up and desperately trying to find  a job before I quit but am struggling which is making staying in the program even harder,Erin's story - dropout
425, I agree  with your ideas about trying new things,Erin's story - dropout
426, I have started and not finished many things but I have  also started and completed probably just as many,Erin's story - dropout
427, I would rather give something a try and have it  not work out than not tried it in the first place- it's all about the experience and what it  teaches you,Erin's story - dropout
428,"  REPLY    Aimal on 28 july 2012 at 7:32 am Thank you Erin for giving us some heart, I was a mess for 2 years after leaving a PhD program in  ivy league university in USA",Erin's story - dropout
429," I was depressed, using heavy doses of anti-depressants; at some  points I wondered that would I be a normal person again",Erin's story - dropout
430, I have learned Erin's lesson a hard way  that our well being should be on top of everything else,Erin's story - dropout
431,  REPLY    Britt on 30 August 2012 at 7:21 pm Thank you for this post,Erin's story - dropout
432," It's almost a year after you wrote this, but this rings true after just a  week in graduate school for me",Erin's story - dropout
433," I got into a  fully paid PhD program in psychology, something I worked for years to attain",Erin's story - dropout
434," After putting so much  pride and contentment with getting here, I am miserable",Erin's story - dropout
435," I have never felt this depressed in my  life, and I know that something inside of me is screaming",Erin's story - dropout
436, Here's the mystery: I am not overly  stressed or lonely,Erin's story - dropout
437," But for some reason, I feel I have made the biggest mistake of my life, and  dragged my husband 3 states away to do so",Erin's story - dropout
438, I think it would actually be a lot easier if he hadn't  come with me as he is refusing to even deal with my urge to leave and go for my master's back home,Erin's story - dropout
439,  He already got a job and yet I already want to leave,Erin's story - dropout
440," It is so logically ridiculous that it freaks  me out, and I have devoted myself to stay for at least a year; afterall, I am in a 15 month lease  and I don't yet know what is wrong",Erin's story - dropout
441," I am scared, rethinking every possible thing I ever wanted or  didn't want in life, and I don't know what to do about it",Erin's story - dropout
442,"  R EP LY    Should I Stay or Should I Go? on 21 September 2012 at 6:19 am Britt,  Your response is strangely similar to what I have gone through",Erin's story - dropout
443, Two years ago I got into a fully  paid PhD program in psychology,Erin's story - dropout
444," It was also something that I worked for years to get into, I even  came in with a Master's to prove I could be a graduate student",Erin's story - dropout
445," However, after my first month I was  so burned out that I went into a state of depression",Erin's story - dropout
446," Nonetheless my family and friends told me to  brush it off, it was just anxiety, and try the program for a year",Erin's story - dropout
447, I have never experienced so much  stress in my life and I have developed high blood pressure,Erin's story - dropout
448, This month I was informed that I did not pass prelims,Erin's story - dropout
449, I am conflicted about having to make the  decision regarding retaking my preliminary exams (with the risk of failing again) or withdrawing  from the University,Erin's story - dropout
450," If I withdraw prior to scheduling a second attempt, my record will not reflect  my unsuccessful attempt",Erin's story - dropout
451," Again, my family and friends think this is just another hurdle I have to go through to get a Ph",Erin's story - dropout
452,"  But, I feel like this could be a positive thing",Erin's story - dropout
453, I finally have a reason to leave without being  judged for leaving the program just because I feel I have made  the biggest mistake of my life,Erin's story - dropout
454, A Ph,Erin's story - dropout
455, is not the same as a bachelor's degree,Erin's story - dropout
456, It's not like  dropping out of college,Erin's story - dropout
457, It's like quitting a job,Erin's story - dropout
458,  REPLY    Britt on 30 September 2012 at 3:44 pm It is so nice to hear that I am not alone,Erin's story - dropout
459," In the last month, I have done so much soul searching,  gone to a career adviser several times, gone to a psychologist to talk through everything, talked  to everyone on the face of the planet, and I think I have found where I belong",Erin's story - dropout
460," I feel like I am  not overly stressed, actually, and I am doing everything I have ever done in school, but for  example, my first paper came back with a 72%, a girl who never gets Cs",Erin's story - dropout
461," My misery is killing  something in me, and I feel no passion for the field I once felt passion for; actually, I am  learning to hate it instead",Erin's story - dropout
462," For me, it's the idea of the science-based classes and all of the  research that my degree depends on that turns me completely off",Erin's story - dropout
463," I hate nearly all of it, and I am  realizing now that I haven't had an excitement for this in a long time",Erin's story - dropout
464," I am going to try to finish  the semester, and at the end of the year, I think I will drop out and apply for my MSW degree  instead",Erin's story - dropout
465," The hands-on field of social work really feels right, the social rights and society that  we learn about (me being a feminist with strong beliefs), and the fact that I can do pretty much  anything that I would want to do, including private practice in my home state, with that degree",Erin's story - dropout
466," I  am working through the idea of never being the doctor I always thought I would be, and making a lot  less money at least at first, but the idea excites me",Erin's story - dropout
467, I am also taking up my desire for writing,Erin's story - dropout
468,"  There are so many things we enjoy out there, and sometimes people like us need to realize it",Erin's story - dropout
469," I  feel that me staying, I would end up failing my prelims as well",Erin's story - dropout
470, Because I am not meant to pass  them or even get that far; somewhere down the line it would not work out,Erin's story - dropout
471, Because I have this  overwhelming feeling that it isn't meant to,Erin's story - dropout
472, I hope that you find your way; I am starting to work  through mine,Erin's story - dropout
473," You know in your heart what is right, forget everything else for a while",Erin's story - dropout
474,"  R EP LY  Should I Stay or Should I Go? on 18 October 2012 at 5:25 am Thanks, Britt",Erin's story - dropout
475,  To update: I officially informed my advisor that I will not be retaking my prelims and withdraw at  the end of the semester,Erin's story - dropout
476, Surprisingly my advisor was very supportive of my decision,Erin's story - dropout
477," My advisor has offered to be a positive reference, and even help me find a job",Erin's story - dropout
478, I still have  funding this semester so that helps during the job search,Erin's story - dropout
479, I would suggest you do the same — make the decision to withdraw while you still have funding,Erin's story - dropout
480, That way you are looking for a job  (or applying for a different degree) while you still have a job,Erin's story - dropout
481," I think you are doing the right think by visiting a career advisor, counseling psychologist and  just discussing your situation with whomever you feel comfortable with",Erin's story - dropout
482," I did the same thing, and  it helped me feel confident that I was making the best decision for myself",Erin's story - dropout
483, Maybe in the future I  might go back to get a PhD in a different program or get another Masters,Erin's story - dropout
484, I know I am capable of  getting accepted and completing the coursework,Erin's story - dropout
485," But, right now I know that I don't WANT to be in a  PhD program, nor do I WANT to work in academia",Erin's story - dropout
486,  I hope you figure out the best decision based on what you WANT to do too,Erin's story - dropout
487, Not what you should do,Erin's story - dropout
488,  REPLY    Britt on 19 October 2012 at 3:34 pm  Absolutely,Erin's story - dropout
489, I am sure that you made the right choice,Erin's story - dropout
490," Considering I am dropping out while I am  still doing decently and noone else can physically see my reasons, it is going to be difficult for  me to tell my adviser",Erin's story - dropout
491," I plan on telling him soon that I am very unhappy and I am reconsidering  everything so that when I do tell him eventually, it isn't out of nowhere",Erin's story - dropout
492,"I am going to finish  the semester so I am funded, but I believe I would have to finish the spring semester too to  continue to get funding after that and I am unwilling to do another semester of this hell",Erin's story - dropout
493, I will  inform him that I am still happy to work for him (I am grant-funded not school-funded) but I have  a feeling they are not going to allow it,Erin's story - dropout
494," I'd rather get a job in the meantime than continue taking  classes, doing research, etc",Erin's story - dropout
495, just to keep the job I have with him,Erin's story - dropout
496," I know for sure I am doing the  right thing, and I doubt very much if the research involved in any PhD is ever something I will  choose to do",Erin's story - dropout
497, Thank you for all your help,Erin's story - dropout
498,  R EP LY    Anonymous on 31 December 2012 at 5:09 am I dropped out of my PhD program officially,Erin's story - dropout
499," I begin a new job here soon, and I will move back home  and begin my MSW next fall",Erin's story - dropout
500,  REPLY    Anonymous on o september 2012 at 11:16 pm Thank you and well said,Erin's story - dropout
501,I’m doing my PhD in English Literature and I'm so sick of it for many  reasons including inequity in the department where I'm doing it,Erin's story - dropout
502," I wake up every morning wishing if I can drop out but fear of unemployment stops me and so passes  another day of struggle with myself, my books and my writing",Erin's story - dropout
503, I admire your courage Erin,Erin's story - dropout
504,  REPLY    Anonymous on 15 October 2012 at 5:10 am This was very healing to read,Erin's story - dropout
505," Very similar situation here (though still in the mess of trying to  figure out if I can somehow make it through the program, or should just withdraw for my own sanity)  (but oh, the mourning process",Erin's story - dropout
506," Like in your story, I'm already years into this program)",Erin's story - dropout
507," Thank you for writing this, and congrats for moving on",Erin's story - dropout
508,  REPLY    Anonymous on 29 December 2012 at 3:56 pm  Not particularly this kind but I have made a similar big decision,Erin's story - dropout
509," You say ""Oh, my already depleted  self-esteem just plummeted",Erin's story - dropout
510,""" This happened to me as well and I accused myself for not having the  character for making a big decision like this",Erin's story - dropout
511," After a long while I can understand that this  self-accusation is too harsh and all of us need to learn some lessons from Thoreau: “So thoroughly and sincerely are we compelled to live, reverencing our life, and denying the  possibility of change",Erin's story - dropout
512," This is the only way, we say; but there are as many ways as there can be  drawn radii from one centre",Erin's story - dropout
513, All change is a miracle to contemplate; but it is a miracle which is  taking place every instant,Erin's story - dropout
514,"” “Of a life of luxury the fruit is luxury, whether in agriculture, or commerce, or literature, or  art",Erin's story - dropout
515," There are nowadays professors of philosophy, but not philosophers",Erin's story - dropout
516, Yet it is admirable to  profess because it was once admirable to live,Erin's story - dropout
517," To be a philosopher is not merely to have subtle  thoughts, nor even to found a school, but so to love wisdom as to live according to its dictates, a  life of simplicity, independence, magnanimity, and trust",Erin's story - dropout
518,”  REPLY    Anonymous on 16 January 2013 at 12:37 am  Thank you for this,Erin's story - dropout
519,  REPLY    Anonymous on 16 January 2013 at 12:44 am  This is so encouraging to read,Erin's story - dropout
520, I dropped out of a PhD program last year and I've been struggling  with this decision ever since,Erin's story - dropout
521," On one hand it is freeing, but there are days that it hurts like a  fresh wound",Erin's story - dropout
522, My self-esteem took a big hit with this decision,Erin's story - dropout
523," It's especially painful to have to  answer those dreaded questions from people who have not seen you in a while: ""Where are you in the  program now? Are you almost finished?"" It's terrible to be reminded of this ""failure"" again and  again, and also difficult to try to explain that it was not for lack of talent, skill, stamina,  etc",Erin's story - dropout
524, but that the program/department was the wrong choice and absolutely toxic,Erin's story - dropout
525," Thanks for posting  this, and good luck to you!  REPLY    Anonymous on 24 March 2016 at 6:12 pm  Hi Erin and all,  Thanks for your post",Erin's story - dropout
526," I dropped out of a doctoral program, too",Erin's story - dropout
527," Not only that it was the wrong  choice, but the department was very toxic",Erin's story - dropout
528," Above all, favouritism was discouraging",Erin's story - dropout
529, Why continue  this when I have no social life? When I am doing research 18-hours a day while there are students  who come to class admitting they have not read anything for class,Erin's story - dropout
530," This was supposed to be a social  work institution in a cowboy town, somewhere in Canada, not a circus with professors who do not  know how or what to teach",Erin's story - dropout
531, I was too good to be there,Erin's story - dropout
532,I felt like I am a teacher to my pofessors,Erin's story - dropout
533,  I questioned how they got their PhDs,Erin's story - dropout
534, Such a shame to look up a word in the dictionary,Erin's story - dropout
535," I  understand that it was social work,no offence to the profession, but, overall, you are supposed to  be a scholar",Erin's story - dropout
536, Getting into that program was the worst decision I made,Erin's story - dropout
537," When you are no longer happy, get out",Erin's story - dropout
538, You are not defined by the insecurities a professor displays  into you (her mental health was questionable),Erin's story - dropout
539, You are not defined by the high standards you set up  for yourself,Erin's story - dropout
540," I just wanted to be free,to break free from a very negative environment where more  than 50 percent of professors and students were on anti- depressants",Erin's story - dropout
541, Leaving was a wise decision,Erin's story - dropout
542, Leaving was one of the best things I have done,Erin's story - dropout
543, I did not learn anything in that program,Erin's story - dropout
544, I had this professor walking in socks  while eating her celery and asking us to regurgitate what we read,Erin's story - dropout
545, She never taught anything,Erin's story - dropout
546, She  barely knows how to spell,Erin's story - dropout
547," If you no longer enjoy life, it is time to leave",Erin's story - dropout
548, Do things that make  you happy,Erin's story - dropout
549, There is more to life than books! Take care of yourselves,Erin's story - dropout
550,  REPLY    Anonymous on 25 February 2013 at 11:28 pm  hi,Erin's story - dropout
551, thank you for your story ,Erin's story - dropout
552, my story is a little similar although I have regrets,Erin's story - dropout
553, I entered a  phd program for a language/literature last fall,Erin's story - dropout
554, I thought I would love it however in my first  quarter I was always stressed because of the theoretical angle the classes took with literature and  I didn't feel like my language was strong enough after being out of college for a while,Erin's story - dropout
555," I left the  program after one quarter to teach middle school- somethig I was doing before the phd ) however  now, all I feel is regret for not trying the phd longer and giving up so easily",Erin's story - dropout
556, of course back  then all I remember is wanting to quit and get a job but now I am so mad at myself,Erin's story - dropout
557, anyone else  feel this regret over quitting? I'm seriously contemplating re-applying to various programs but now  I'm 28 and feel like I wasted so much time when I could have already been close to half-way done,Erin's story - dropout
558," I  thought over a year later i would be over it but I'm not and I still think back and wonder why I  disnt just try harder??? any suggestions??  REPLY    Brittany Ann on 2 March 2013 at 4:43 am Your best bet as far as regrets is to have faith, faith that everything happens for a reason and  that if you were meant to be in that program, you still would be",Erin's story - dropout
559, Follow your heart,Erin's story - dropout
560,  REPLY    Brittany Ann on 2 March 2013 at 4:43 am I have started a blog to provide support for grad school drop outs,Erin's story - dropout
561, I would love some people to  participate and hep guide others still struggling with their decisions and the consequences,Erin's story - dropout
562,com/  R EP LY    Anonymous on 13 June 2013 at 7:06 pm Law school drop out here,Erin's story - dropout
563," I even moved across the country for my program, got an apartment and all  the other trappings",Erin's story - dropout
564," I don't regret leaving, though",Erin's story - dropout
565,"  I totally identify with your need to explain all the reasons why you made your decision to others,  when it's actually explaining to yourself",Erin's story - dropout
566,  REPLY    Anonymous on z3 July 2013 at 11:59 am Got to agree with the sentiments here,Erin's story - dropout
567, I am currently weighing up my options concerning dropping  out over in the UK,Erin's story - dropout
568," After finishing my undergrad last year I applied for a PhD project involving  mathematical modelling of point source pollution in glacial lakes (as maths and ecology are my main  interests), and to do this I had to turn down a job offer",Erin's story - dropout
569," Two days after accepting the PhD and  turning down the job offer I received an email stating that the funding had been withdrawn from the  PhD, which left me up the creek",Erin's story - dropout
570, My supervisor (who was also my Honours supervisor at undergrad)  managed to argue that pulling the funding at such short notice is unacceptable and blah blah blah,Erin's story - dropout
571,"  The same funding body (ERDF) offered another project that my supervisor had applied for, desperate  to get hold of employment, considering I had turned down a good job offer and had moved into a new  apartment, I accepted the PhD",Erin's story - dropout
572, Bad idea,Erin's story - dropout
573," The PhD is concerned with soil carbon, which is not  difficult by any means but for me is the most boring subject I have ever come across",Erin's story - dropout
574, I literally  can not bring myself to analyse one more soil sample in the lab,Erin's story - dropout
575," To add insult to injury, I  conducted my own fieldwork in my own vehicle and stayed in said vehicle (a VW Campervan) in order  to reduce costs, though the fieldwork costs still amount to more than £800/$1200; I haven't been  reimbursed for this fieldwork since November 2012",Erin's story - dropout
576," Worse than that, since February 2013 I have been  working on an extra-curricular project that my supervisor has decided to take on, and one which has  no bearing on my PhD",Erin's story - dropout
577," I know I can just tell him that I am not willing to do the work, but as I  have always had a good working relationship with him I feel indebted, so out of a 3 year PhD I have  spent six months working on something else",Erin's story - dropout
578," On top of that, the funding body set up monthly  publicity events at which the grad students must attend and grin for the cameras and say how great  it all is (I contracted food poisoning from a dodgy ricotta and spinach spring roll-like-object at  the March event",Erin's story - dropout
579, which of course made me happy),Erin's story - dropout
580," I must admit, it is partly my fault; I am naive  enough to believe that all science is about is  intellectual enquiry and answering questions concerning nature regardless of their application to  the real world",Erin's story - dropout
581, I just want to research for the sake of research,Erin's story - dropout
582," So, yes, I had unrealistic goals  in that respect, but to not be paid for a job that I didn't apply for in the first place and I am  not allowed to work on for six months is madness",Erin's story - dropout
583," Worst decision I have made in my life! I am  considering applying for alternative projects, but as my current supervisor is my primary reference  from my undergrad years, and even though I have published 3 papers in decent journals, I think it  will be difficult to get another PhD",Erin's story - dropout
584,  REPLY    Mandy on 27 August 2013 at 7:44 pm Hi! I dropped out from a top 10 social sciences PhD in 2011 and spent two years re-building skills  for employability,Erin's story - dropout
585, I'll graduate from my current Master's program this December,Erin's story - dropout
586, I started a blog  that records my 99 days of job seeking before I graduate: http://99djs,Erin's story - dropout
587,com/ I mainly focus  on job seeking advice,Erin's story - dropout
588," If you face the same situation (dropped out but cannot find a good job), I hope my experience and advice are helpful to you!  REPLY    Brittany Ann on 19 November 2013 at 3",Erin's story - dropout
589,15 pm http://dropouthub,Erin's story - dropout
590,com/ REPLY    Shelly on 10 December 2013 at 9:01 pm Thanks for this,Erin's story - dropout
591,  REPLY    Anonymous on 20 February 2014 at 5:02 pm Thank you so very much for this,Erin's story - dropout
592," I'm at a breaking point after 6 years in a graduate program, and  you've helped me feel a little less  terrified and alienated about the decision toward which I'm leaning",Erin's story - dropout
593," <3  REPLY    Manisha on 24 April 2014 at :02 am  Hello, Erin",Erin's story - dropout
594, It's been nearly three years since your wrote this and nearly seven years since I  finally completed my Ph,Erin's story - dropout
595, Every word you wrote reminded me of why I walked away from that life  choice,Erin's story - dropout
596," When I finally finished I was crushed, devastated, depressed and totally unable to deal  with the world",Erin's story - dropout
597, I was working at the time that I defended and one night I just walked out of my job  at the University,Erin's story - dropout
598, I walked into my office and packed up my things and never went back,Erin's story - dropout
599, I spent the  next three years of my life in dark depression,Erin's story - dropout
600," To this day, I don't how or why my husband stuck  around",Erin's story - dropout
601," Despite the years of depression, I know with hard core certainty that leaving was the best  thing I ever did for myself",Erin's story - dropout
602, I told very few people that I had a Ph,Erin's story - dropout
603, until 2013,Erin's story - dropout
604, Even though I  had finished it I didn't feel I deserved it because the person I became was so small and  insignificant and seemingly meaningless to this world,Erin's story - dropout
605, Now I have a daughter and I do a lot of community work which brings me immense joy,Erin's story - dropout
606, I finally  decided I wanted to be happy but I admit I still have a nightmares of being back in that toxic  place,Erin's story - dropout
607, But I no longer cringe when I talk about that experience and for that I am content,Erin's story - dropout
608, Thank you for writing what you did,Erin's story - dropout
609, It was very affirming for me,Erin's story - dropout
610, I hope that you are well and are  happy with that awesome life-altering decision,Erin's story - dropout
611,"  REPLY    Erin Cary on 24 April 2014 at 6:27 am Hey Manisha,  This is Erin, the original subject of Sarah's interview",Erin's story - dropout
612," She sent me your comment because we're  friends, and I want you to know it really meant a lot to me that you shared all of this",Erin's story - dropout
613," Even when  we know it was the right decision about 50 times over, it's still embarrassing and status-robbing  to walk away from academia, isn't it?  I'm still convinced I made the right decision—like you, I suspect, I was sort of past the point of  choosing, in some ways",Erin's story - dropout
614, I really went as far as I could go there and had to leave,Erin's story - dropout
615," Yet, even though  there had been so much pain, self-hounding, and internal turmoil due to the culture that myself and  all of my colleagues were subject to, I nevertheless grieved for years after leaving",Erin's story - dropout
616," I think I was  grieving for so many things at once that I couldn't separate them and still can't—for starters, I  had lost the person who had entered the program full of life and passion for my field of study; I  had lost faith that people truly want to help other people achieve their dreams; I had lost the  mental wherewithal to engage with literature the way I once had; I had lost years of my life in  which I expected my potential to bloom and take shape",Erin's story - dropout
617," I'm also doing community work, though, and it heals a lot of pain, doesn't it? I guess we should  take from this the knowledge that we survived, are therefore way stronger than we thought, and we  can still find happiness on our own terms",Erin's story - dropout
618," Your comment was very affirming for me, too—thank you",Erin's story - dropout
619,  Take care —I truly wish you the best,Erin's story - dropout
620,  REPLY    Anonymous on 31 May 2014 at 11:24 pm I would like to apply for a PhD program but after reading these comments,Erin's story - dropout
621," I feel disencourged and  scared of entering in such a trauma  REPLY    Freedom on 11 october 2017 at 1:18 am If you are passionate about it, just do it",Erin's story - dropout
622," It was our luck due to certain circumstances, or a  wrong choice",Erin's story - dropout
623," Keep swimming  REPLY    Karen on 2 December 2014 at 9:51 pm I could just say ditto to your article—to almost every detail, down to the therapy and depleted  self-esteem",Erin's story - dropout
624," It was indeed a ""sick system""  at my university as well and nearly killed my love for music (my area",Erin's story - dropout
625,) Comes close to being the  worst experience of my life to date,Erin's story - dropout
626,"  REPLY    sam on 24 December 2015 at 9:35 am  I dropped out in 2013 from my PHD after a year and half for the same reasons but it was more  chaotic situation in our faculty i don't even wanna talk about it ,so the problem is i'm jobless  now after 3 years and extremely depressed i taught about ending my life several times ( i think i  still do) ,unlike my relatives judgements i am really passionate about research i've always been  curious about anything especially computer science even though i'm a female i was doing well among  my males colleagues ,this 2 years of PHd it's a drawback for me to start out my carer or even for  applying to another university ",Erin's story - dropout
627," My advice to any student embarked on the PHd journey is to NEVER STOP if you think that you are  struggling or feeling that your thesis is an endless project you should try quitting to know how a  negligible life you gonna have without a “respectful” degree thus hold on no matter what at least  it can't be worse than our faculty,that’s my advice",Erin's story - dropout
628, PS: sorry for my English i'm not a native-speaker :P,Erin's story - dropout
629,  REPLY    Alexia on 13 january 2016 at 5:03 pm This really spoke to me,Erin's story - dropout
630, I'm struggling so much right now in my Master's program,Erin's story - dropout
631, I'm in my second  semester of my first year of it,Erin's story - dropout
632, My focus is Literary Studies,Erin's story - dropout
633," I've always loved literature, and I  thought this is what I wanted to do, but I'm honestly coming to resent it",Erin's story - dropout
634, I'm having trouble  teaching as well,Erin's story - dropout
635," It's my first semester teaching, and this is how I'm paying for everything  basically",Erin's story - dropout
636," It's a funded program so I don't pay anything, which is really nice",Erin's story - dropout
637, I just now know  that I don't want to be in academia or a professor either,Erin's story - dropout
