,Sentence,Author_name,Vader_Sentiment,Vader_Analysis,TextBlob_Polarity,TextBlob_Analysis
391," Of course it was all my fault, he's too ethical to be abusive, racist, sexist, etc",Erin's story - dropout,-0.8225,Negative,0.2,Positive
392," During the  last 7 years I was diagnosed as bipolar, insititutinalized, got cancer twice, and was generally  sick all the time",Erin's story - dropout,-0.8271,Negative,-0.35714285714285715,Negative
393, I never linked my health with grad school,Erin's story - dropout,0.0,Neutral,0.0,Neutral
394, I just wasn't good enough,Erin's story - dropout,0.4404,Neutral,0.35,Positive
395, I fought  and clawed my way through my exams and found myself utterly paralyzed by my dissertation proposal,Erin's story - dropout,-0.3182,Neutral,0.0,Neutral
396,"  For two years I did not produce any work, granted I was being treated for cancer, and still  teaching, but this was unacceptable and they have “forced” me to drop out in the passive aggressive  way  academia functions sometimes",Erin's story - dropout,-0.6249,Negative,0.0,Neutral
397, I have been so paralyzed by anxiety and shame for the last two years  quitting doesn't feel much different,Erin's story - dropout,-0.5859,Negative,0.0,Neutral
398," My therapist has suggested I'm suffering from a type of  complex trauma (not to be confused with trauma associated with an event), I find this hard to  believe and I continue to blame myself into a paralyzing shame everyday",Erin's story - dropout,-0.9423,Negative,-0.2638888888888889,Negative
399, My intellectual side knows that grad school trauma is very real but I still can't seem to give  myself a break but I'm trying,Erin's story - dropout,0.128,Neutral,0.25,Positive
400," I share this because many of you sound like your on the other side  and I want others like me (if there are any), to know they aren't alone",Erin's story - dropout,0.6705,Positive,0.45,Positive
401, I feel so much shame and  guilt I am still short of functioning regularly,Erin's story - dropout,-0.6369,Negative,0.06666666666666667,Positive
402, That's reality but I am hopeful that more distance  and more time will help,Erin's story - dropout,0.7184,Positive,0.0,Neutral
403, I'd love to know how some of you managed to “forgive” yourself for what  many perceive as failing,Erin's story - dropout,0.4215,Neutral,0.16666666666666666,Positive
404, Thanks for sharing everyone,Erin's story - dropout,0.6249,Positive,0.2,Positive
405,  REPLY    Anonymous on 24/uIy 2012 at 9:00 am What a wonderful blog! Hats off to you Sarah for writing such an interesting piece and Erin for  having the courage to stop doing something that was a waste of your time,Erin's story - dropout,0.6808,Positive,0.43333333333333335,Positive
406," Growing up I have heard many times that you have to finish what you start; don't quit; you're not a  failure if you fall; only if you don't try again you're a failure, etc, etc",Erin's story - dropout,-0.7096,Negative,-0.044444444444444474,Negative
407," But what is the rule  of thumb for a PhD? It's not like finishing a BS, completing a challenging internship or leaving a  relationship without evaluating it from different angles",Erin's story - dropout,0.4404,Neutral,0.19999999999999998,Positive
408," You believe that finishing a PhD falls under the same category, but after four years of my PhD  experience, I now have realized that it is and it isn't",Erin's story - dropout,0.0,Neutral,0.0,Neutral
409," Some things in life are just meant for the  experience you gain, not from the completion",Erin's story - dropout,0.5267,Positive,-0.3125,Negative
410, This is the second time I didn't complete something I  started (one being my Peace Corps experience),Erin's story - dropout,0.5423,Positive,0.05,Positive
411, So I was particularly hard on myself when I didn't  see this out as well,Erin's story - dropout,0.1706,Neutral,-0.2916666666666667,Negative
412, Only until reading this blog did I realized that trying out things in life  means that you are living,Erin's story - dropout,0.0,Neutral,-0.08806818181818182,Negative
413, My PhD didn't work out but there are so many other things in my life  that did (i,Erin's story - dropout,0.0,Neutral,0.5,Positive
414," learned Mandarin after working so hard at it for 7 years, lived abroad successfully  for 9 years, finished two masters, received my teacher's certification, etc)",Erin's story - dropout,0.4215,Neutral,0.19823232323232323,Positive
415, Now I understand that  none of us can expect everything to work out when we start,Erin's story - dropout,0.0,Neutral,0.0,Neutral
416," That goes for relationships,  jobs, education programs, you name it",Erin's story - dropout,0.0,Neutral,0.0,Neutral
417," just make sure that you are enjoying the process (at least  most of the time), bless the universe for teaching you such valuable lessons and meeting great  people along the way and move on",Erin's story - dropout,0.9382,Positive,0.35000000000000003,Positive
418, Thanks again for posting this,Erin's story - dropout,0.4404,Neutral,0.2,Positive
419, Now I don't feel like such a loser for studying in a bad PhD program  in a foreign country for the past four years,Erin's story - dropout,-0.6597,Negative,-0.3583333333333332,Negative
420, At almost 38 my life isn't over and I still have time  to begin a new career,Erin's story - dropout,0.0,Neutral,0.13636363636363635,Positive
421,  REPLY    Tamara on 7 October 2015 at 5:39 pm Thank you anonymous! I feel exactly same,Erin's story - dropout,0.3612,Neutral,0.25,Positive
422, I am currently 2,Erin's story - dropout,0.0,Neutral,0.0,Neutral
423,5 years into my PhD and it looks like I  won't be finishing for at least another 12-18months,Erin's story - dropout,0.3612,Neutral,-0.3,Negative
424, I am so fed up and desperately trying to find  a job before I quit but am struggling which is making staying in the program even harder,Erin's story - dropout,-0.6486,Negative,-0.4458333333333333,Negative
425, I agree  with your ideas about trying new things,Erin's story - dropout,0.3612,Neutral,0.13636363636363635,Positive
426, I have started and not finished many things but I have  also started and completed probably just as many,Erin's story - dropout,0.0,Neutral,0.3666666666666667,Positive
427, I would rather give something a try and have it  not work out than not tried it in the first place- it's all about the experience and what it  teaches you,Erin's story - dropout,0.0,Neutral,0.25,Positive
428,"  REPLY    Aimal on 28 july 2012 at 7:32 am Thank you Erin for giving us some heart, I was a mess for 2 years after leaving a PhD program in  ivy league university in USA",Erin's story - dropout,0.6124,Positive,-0.175,Negative
429," I was depressed, using heavy doses of anti-depressants; at some  points I wondered that would I be a normal person again",Erin's story - dropout,-0.7964,Negative,-0.03888888888888889,Negative
430, I have learned Erin's lesson a hard way  that our well being should be on top of everything else,Erin's story - dropout,0.3612,Neutral,0.10416666666666666,Positive
431,  REPLY    Britt on 30 August 2012 at 7:21 pm Thank you for this post,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
432," It's almost a year after you wrote this, but this rings true after just a  week in graduate school for me",Erin's story - dropout,0.4215,Neutral,0.35,Positive
433," I got into a  fully paid PhD program in psychology, something I worked for years to attain",Erin's story - dropout,-0.1761,Neutral,0.0,Neutral
434," After putting so much  pride and contentment with getting here, I am miserable",Erin's story - dropout,0.1779,Neutral,-0.4,Negative
435," I have never felt this depressed in my  life, and I know that something inside of me is screaming",Erin's story - dropout,-0.0186,Neutral,-0.06666666666666667,Negative
436, Here's the mystery: I am not overly  stressed or lonely,Erin's story - dropout,-0.6486,Negative,-0.09999999999999998,Negative
437," But for some reason, I feel I have made the biggest mistake of my life, and  dragged my husband 3 states away to do so",Erin's story - dropout,-0.5106,Negative,-0.05,Negative
438, I think it would actually be a lot easier if he hadn't  come with me as he is refusing to even deal with my urge to leave and go for my master's back home,Erin's story - dropout,0.128,Neutral,0.14444444444444446,Positive
439,  He already got a job and yet I already want to leave,Erin's story - dropout,0.0258,Neutral,0.0,Neutral
440," It is so logically ridiculous that it freaks  me out, and I have devoted myself to stay for at least a year; afterall, I am in a 15 month lease  and I don't yet know what is wrong",Erin's story - dropout,-0.7269,Negative,-0.37777777777777777,Negative
441," I am scared, rethinking every possible thing I ever wanted or  didn't want in life, and I don't know what to do about it",Erin's story - dropout,-0.3182,Neutral,0.0,Neutral
442,"  R EP LY    Should I Stay or Should I Go? on 21 September 2012 at 6:19 am Britt,  Your response is strangely similar to what I have gone through",Erin's story - dropout,0.4824,Neutral,0.0,Neutral
443, Two years ago I got into a fully  paid PhD program in psychology,Erin's story - dropout,-0.1761,Neutral,0.0,Neutral
444," It was also something that I worked for years to get into, I even  came in with a Master's to prove I could be a graduate student",Erin's story - dropout,0.0,Neutral,0.0,Neutral
445," However, after my first month I was  so burned out that I went into a state of depression",Erin's story - dropout,-0.5719,Negative,0.25,Positive
446," Nonetheless my family and friends told me to  brush it off, it was just anxiety, and try the program for a year",Erin's story - dropout,0.3612,Neutral,0.0,Neutral
447, I have never experienced so much  stress in my life and I have developed high blood pressure,Erin's story - dropout,0.0341,Neutral,0.18,Positive
448, This month I was informed that I did not pass prelims,Erin's story - dropout,0.0,Neutral,0.0,Neutral
449, I am conflicted about having to make the  decision regarding retaking my preliminary exams (with the risk of failing again) or withdrawing  from the University,Erin's story - dropout,-0.7845,Negative,-0.5,Negative
450," If I withdraw prior to scheduling a second attempt, my record will not reflect  my unsuccessful attempt",Erin's story - dropout,-0.3612,Neutral,0.0,Neutral
451," Again, my family and friends think this is just another hurdle I have to go through to get a Ph",Erin's story - dropout,0.4939,Neutral,0.0,Neutral
452,"  But, I feel like this could be a positive thing",Erin's story - dropout,0.7269,Positive,0.22727272727272727,Positive
453, I finally have a reason to leave without being  judged for leaving the program just because I feel I have made  the biggest mistake of my life,Erin's story - dropout,-0.351,Neutral,0.0,Neutral
454, A Ph,Erin's story - dropout,0.0,Neutral,0.0,Neutral
455, is not the same as a bachelor's degree,Erin's story - dropout,0.0,Neutral,0.0,Neutral
456, It's not like  dropping out of college,Erin's story - dropout,0.1027,Neutral,0.0,Neutral
457, It's like quitting a job,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
458,  REPLY    Britt on 30 September 2012 at 3:44 pm It is so nice to hear that I am not alone,Erin's story - dropout,0.2023,Neutral,0.6,Positive
459," In the last month, I have done so much soul searching,  gone to a career adviser several times, gone to a psychologist to talk through everything, talked  to everyone on the face of the planet, and I think I have found where I belong",Erin's story - dropout,0.0,Neutral,0.06666666666666667,Positive
460," I feel like I am  not overly stressed, actually, and I am doing everything I have ever done in school, but for  example, my first paper came back with a 72%, a girl who never gets Cs",Erin's story - dropout,-0.0772,Neutral,0.08333333333333333,Positive
461," My misery is killing  something in me, and I feel no passion for the field I once felt passion for; actually, I am  learning to hate it instead",Erin's story - dropout,-0.7964,Negative,-0.4,Negative
462," For me, it's the idea of the science-based classes and all of the  research that my degree depends on that turns me completely off",Erin's story - dropout,0.0,Neutral,-0.35000000000000003,Negative
463," I hate nearly all of it, and I am  realizing now that I haven't had an excitement for this in a long time",Erin's story - dropout,-0.128,Neutral,-0.25000000000000006,Negative
464," I am going to try to finish  the semester, and at the end of the year, I think I will drop out and apply for my MSW degree  instead",Erin's story - dropout,-0.2732,Neutral,0.0,Neutral
465," The hands-on field of social work really feels right, the social rights and society that  we learn about (me being a feminist with strong beliefs), and the fact that I can do pretty much  anything that I would want to do, including private practice in my home state, with that degree",Erin's story - dropout,0.875,Positive,0.19126984126984126,Positive
466," I  am working through the idea of never being the doctor I always thought I would be, and making a lot  less money at least at first, but the idea excites me",Erin's story - dropout,0.4767,Neutral,-0.07222222222222223,Negative
467, I am also taking up my desire for writing,Erin's story - dropout,0.4019,Neutral,0.0,Neutral
468,"  There are so many things we enjoy out there, and sometimes people like us need to realize it",Erin's story - dropout,0.6908,Positive,0.45,Positive
469," I  feel that me staying, I would end up failing my prelims as well",Erin's story - dropout,-0.34,Neutral,-0.5,Negative
470, Because I am not meant to pass  them or even get that far; somewhere down the line it would not work out,Erin's story - dropout,0.0,Neutral,-0.10625,Negative
471, Because I have this  overwhelming feeling that it isn't meant to,Erin's story - dropout,0.128,Neutral,0.5,Positive
472, I hope that you find your way; I am starting to work  through mine,Erin's story - dropout,0.4404,Neutral,0.0,Neutral
473," You know in your heart what is right, forget everything else for a while",Erin's story - dropout,0.5106,Positive,0.2857142857142857,Positive
474,"  R EP LY  Should I Stay or Should I Go? on 18 October 2012 at 5:25 am Thanks, Britt",Erin's story - dropout,0.8038,Positive,0.2,Positive
475,  To update: I officially informed my advisor that I will not be retaking my prelims and withdraw at  the end of the semester,Erin's story - dropout,0.0,Neutral,0.0,Neutral
476, Surprisingly my advisor was very supportive of my decision,Erin's story - dropout,0.5267,Positive,0.6,Positive
477," My advisor has offered to be a positive reference, and even help me find a job",Erin's story - dropout,0.743,Positive,0.22727272727272727,Positive
478, I still have  funding this semester so that helps during the job search,Erin's story - dropout,0.4019,Neutral,0.0,Neutral
479, I would suggest you do the same — make the decision to withdraw while you still have funding,Erin's story - dropout,0.0,Neutral,0.0,Neutral
480, That way you are looking for a job  (or applying for a different degree) while you still have a job,Erin's story - dropout,0.0,Neutral,0.0,Neutral
481," I think you are doing the right think by visiting a career advisor, counseling psychologist and  just discussing your situation with whomever you feel comfortable with",Erin's story - dropout,0.5106,Positive,0.34285714285714286,Positive
482," I did the same thing, and  it helped me feel confident that I was making the best decision for myself",Erin's story - dropout,0.8779,Positive,0.75,Positive
483, Maybe in the future I  might go back to get a PhD in a different program or get another Masters,Erin's story - dropout,0.0,Neutral,0.0,Neutral
484, I know I am capable of  getting accepted and completing the coursework,Erin's story - dropout,0.6369,Positive,0.15000000000000002,Positive
485," But, right now I know that I don't WANT to be in a  PhD program, nor do I WANT to work in academia",Erin's story - dropout,0.4707,Neutral,0.2857142857142857,Positive
486,  I hope you figure out the best decision based on what you WANT to do too,Erin's story - dropout,0.8455,Positive,0.09999999999999998,Positive
487, Not what you should do,Erin's story - dropout,0.0,Neutral,0.0,Neutral
488,  REPLY    Britt on 19 October 2012 at 3:34 pm  Absolutely,Erin's story - dropout,0.0,Neutral,0.2,Positive
489, I am sure that you made the right choice,Erin's story - dropout,0.3182,Neutral,0.39285714285714285,Positive
490," Considering I am dropping out while I am  still doing decently and noone else can physically see my reasons, it is going to be difficult for  me to tell my adviser",Erin's story - dropout,-0.5574,Negative,-0.11111111111111112,Negative
491," I plan on telling him soon that I am very unhappy and I am reconsidering  everything so that when I do tell him eventually, it isn't out of nowhere",Erin's story - dropout,-0.4215,Neutral,-0.6,Negative
492,"I am going to finish  the semester so I am funded, but I believe I would have to finish the spring semester too to  continue to get funding after that and I am unwilling to do another semester of this hell",Erin's story - dropout,-0.6808,Negative,0.0,Neutral
493, I will  inform him that I am still happy to work for him (I am grant-funded not school-funded) but I have  a feeling they are not going to allow it,Erin's story - dropout,0.8225,Positive,0.8,Positive
494," I'd rather get a job in the meantime than continue taking  classes, doing research, etc",Erin's story - dropout,0.0,Neutral,0.0,Neutral
495, just to keep the job I have with him,Erin's story - dropout,0.0,Neutral,0.0,Neutral
496," I know for sure I am doing the  right thing, and I doubt very much if the research involved in any PhD is ever something I will  choose to do",Erin's story - dropout,-0.0516,Neutral,0.32857142857142857,Positive
497, Thank you for all your help,Erin's story - dropout,0.6369,Positive,0.0,Neutral
498,  R EP LY    Anonymous on 31 December 2012 at 5:09 am I dropped out of my PhD program officially,Erin's story - dropout,0.4995,Neutral,0.0,Neutral
499," I begin a new job here soon, and I will move back home  and begin my MSW next fall",Erin's story - dropout,0.0,Neutral,0.04545454545454545,Positive
500,  REPLY    Anonymous on o september 2012 at 11:16 pm Thank you and well said,Erin's story - dropout,0.5574,Positive,0.0,Neutral
501,I’m doing my PhD in English Literature and I'm so sick of it for many  reasons including inequity in the department where I'm doing it,Erin's story - dropout,-0.5106,Negative,-0.07142857142857144,Negative
502," I wake up every morning wishing if I can drop out but fear of unemployment stops me and so passes  another day of struggle with myself, my books and my writing",Erin's story - dropout,-0.8402,Negative,0.0,Neutral
503, I admire your courage Erin,Erin's story - dropout,0.743,Positive,0.0,Neutral
504,  REPLY    Anonymous on 15 October 2012 at 5:10 am This was very healing to read,Erin's story - dropout,0.0,Neutral,0.0,Neutral
505," Very similar situation here (though still in the mess of trying to  figure out if I can somehow make it through the program, or should just withdraw for my own sanity)  (but oh, the mourning process",Erin's story - dropout,-0.6597,Negative,-0.0875,Negative
506," Like in your story, I'm already years into this program)",Erin's story - dropout,0.3612,Neutral,0.0,Neutral
507," Thank you for writing this, and congrats for moving on",Erin's story - dropout,0.7096,Positive,0.0,Neutral
508,  REPLY    Anonymous on 29 December 2012 at 3:56 pm  Not particularly this kind but I have made a similar big decision,Erin's story - dropout,0.5709,Positive,0.19999999999999998,Positive
509," You say ""Oh, my already depleted  self-esteem just plummeted",Erin's story - dropout,0.0,Neutral,0.0,Neutral
510,""" This happened to me as well and I accused myself for not having the  character for making a big decision like this",Erin's story - dropout,0.4215,Neutral,0.0,Neutral
511," After a long while I can understand that this  self-accusation is too harsh and all of us need to learn some lessons from Thoreau: “So thoroughly and sincerely are we compelled to live, reverencing our life, and denying the  possibility of change",Erin's story - dropout,-0.4417,Neutral,0.09659090909090909,Positive
512," This is the only way, we say; but there are as many ways as there can be  drawn radii from one centre",Erin's story - dropout,0.0,Neutral,0.5,Positive
513, All change is a miracle to contemplate; but it is a miracle which is  taking place every instant,Erin's story - dropout,0.8225,Positive,0.0,Neutral
514,"” “Of a life of luxury the fruit is luxury, whether in agriculture, or commerce, or literature, or  art",Erin's story - dropout,0.0,Neutral,0.0,Neutral
515," There are nowadays professors of philosophy, but not philosophers",Erin's story - dropout,0.0,Neutral,0.0,Neutral
516, Yet it is admirable to  profess because it was once admirable to live,Erin's story - dropout,0.802,Positive,0.13636363636363635,Positive
517," To be a philosopher is not merely to have subtle  thoughts, nor even to found a school, but so to love wisdom as to live according to its dictates, a  life of simplicity, independence, magnanimity, and trust",Erin's story - dropout,0.8979,Positive,0.10101010101010101,Positive
518,”  REPLY    Anonymous on 16 January 2013 at 12:37 am  Thank you for this,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
519,  REPLY    Anonymous on 16 January 2013 at 12:44 am  This is so encouraging to read,Erin's story - dropout,0.5267,Positive,0.0,Neutral
520, I dropped out of a PhD program last year and I've been struggling  with this decision ever since,Erin's story - dropout,-0.5267,Negative,0.0,Neutral
521," On one hand it is freeing, but there are days that it hurts like a  fresh wound",Erin's story - dropout,0.7845,Positive,0.35,Positive
522, My self-esteem took a big hit with this decision,Erin's story - dropout,0.0,Neutral,0.0,Neutral
523," It's especially painful to have to  answer those dreaded questions from people who have not seen you in a while: ""Where are you in the  program now? Are you almost finished?"" It's terrible to be reminded of this ""failure"" again and  again, and also difficult to try to explain that it was not for lack of talent, skill, stamina,  etc",Erin's story - dropout,-0.9198,Negative,-0.7041666666666667,Negative
524, but that the program/department was the wrong choice and absolutely toxic,Erin's story - dropout,-0.4767,Neutral,-0.15,Negative
525," Thanks for posting  this, and good luck to you!  REPLY    Anonymous on 24 March 2016 at 6:12 pm  Hi Erin and all,  Thanks for your post",Erin's story - dropout,0.8934,Positive,0.36666666666666664,Positive
526," I dropped out of a doctoral program, too",Erin's story - dropout,-0.2732,Neutral,0.0,Neutral
527," Not only that it was the wrong  choice, but the department was very toxic",Erin's story - dropout,-0.4767,Neutral,-0.5,Negative
528," Above all, favouritism was discouraging",Erin's story - dropout,-0.4215,Neutral,0.0,Neutral
529, Why continue  this when I have no social life? When I am doing research 18-hours a day while there are students  who come to class admitting they have not read anything for class,Erin's story - dropout,0.2023,Neutral,0.03333333333333333,Positive
530," This was supposed to be a social  work institution in a cowboy town, somewhere in Canada, not a circus with professors who do not  know how or what to teach",Erin's story - dropout,0.0,Neutral,0.03333333333333333,Positive
531, I was too good to be there,Erin's story - dropout,0.4404,Neutral,0.7,Positive
532,I felt like I am a teacher to my pofessors,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
533,  I questioned how they got their PhDs,Erin's story - dropout,0.0,Neutral,0.0,Neutral
534, Such a shame to look up a word in the dictionary,Erin's story - dropout,-0.4767,Neutral,0.0,Neutral
535," I  understand that it was social work,no offence to the profession, but, overall, you are supposed to  be a scholar",Erin's story - dropout,-0.296,Neutral,0.016666666666666666,Positive
536, Getting into that program was the worst decision I made,Erin's story - dropout,-0.5423,Negative,-0.6999999999999998,Negative
537," When you are no longer happy, get out",Erin's story - dropout,0.5719,Positive,0.8,Positive
538, You are not defined by the insecurities a professor displays  into you (her mental health was questionable),Erin's story - dropout,-0.6124,Negative,-0.3,Negative
539, You are not defined by the high standards you set up  for yourself,Erin's story - dropout,0.0,Neutral,0.08,Positive
540," I just wanted to be free,to break free from a very negative environment where more  than 50 percent of professors and students were on anti- depressants",Erin's story - dropout,-0.1779,Neutral,0.16666666666666666,Positive
541, Leaving was a wise decision,Erin's story - dropout,0.4767,Neutral,0.7,Positive
542, Leaving was one of the best things I have done,Erin's story - dropout,0.6369,Positive,1.0,Positive
543, I did not learn anything in that program,Erin's story - dropout,0.0,Neutral,0.0,Neutral
544, I had this professor walking in socks  while eating her celery and asking us to regurgitate what we read,Erin's story - dropout,0.0,Neutral,0.0,Neutral
545, She never taught anything,Erin's story - dropout,0.0,Neutral,0.0,Neutral
546, She  barely knows how to spell,Erin's story - dropout,0.0,Neutral,0.05,Positive
547," If you no longer enjoy life, it is time to leave",Erin's story - dropout,0.4588,Neutral,0.17500000000000002,Positive
548, Do things that make  you happy,Erin's story - dropout,0.5719,Positive,0.8,Positive
549, There is more to life than books! Take care of yourselves,Erin's story - dropout,0.4939,Neutral,0.0,Neutral
550,  REPLY    Anonymous on 25 February 2013 at 11:28 pm  hi,Erin's story - dropout,0.0,Neutral,0.0,Neutral
551, thank you for your story ,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
552, my story is a little similar although I have regrets,Erin's story - dropout,-0.3687,Neutral,-0.09375,Negative
553, I entered a  phd program for a language/literature last fall,Erin's story - dropout,0.0,Neutral,0.0,Neutral
554, I thought I would love it however in my first  quarter I was always stressed because of the theoretical angle the classes took with literature and  I didn't feel like my language was strong enough after being out of college for a while,Erin's story - dropout,0.802,Positive,0.23666666666666666,Positive
555," I left the  program after one quarter to teach middle school- somethig I was doing before the phd ) however  now, all I feel is regret for not trying the phd longer and giving up so easily",Erin's story - dropout,-0.1531,Neutral,0.21666666666666667,Positive
556, of course back  then all I remember is wanting to quit and get a job but now I am so mad at myself,Erin's story - dropout,-0.4404,Neutral,-0.3125,Negative
557, anyone else  feel this regret over quitting? I'm seriously contemplating re-applying to various programs but now  I'm 28 and feel like I wasted so much time when I could have already been close to half-way done,Erin's story - dropout,-0.5859,Negative,-0.1,Negative
558," I  thought over a year later i would be over it but I'm not and I still think back and wonder why I  disnt just try harder??? any suggestions??  REPLY    Brittany Ann on 2 March 2013 at 4:43 am Your best bet as far as regrets is to have faith, faith that everything happens for a reason and  that if you were meant to be in that program, you still would be",Erin's story - dropout,0.765,Positive,0.08263888888888887,Positive
559, Follow your heart,Erin's story - dropout,0.6369,Positive,0.0,Neutral
560,  REPLY    Brittany Ann on 2 March 2013 at 4:43 am I have started a blog to provide support for grad school drop outs,Erin's story - dropout,0.1531,Neutral,0.0,Neutral
561, I would love some people to  participate and hep guide others still struggling with their decisions and the consequences,Erin's story - dropout,0.4404,Neutral,0.5,Positive
562,com/  R EP LY    Anonymous on 13 June 2013 at 7:06 pm Law school drop out here,Erin's story - dropout,0.4995,Neutral,0.0,Neutral
563," I even moved across the country for my program, got an apartment and all  the other trappings",Erin's story - dropout,0.0,Neutral,0.0,Neutral
564," I don't regret leaving, though",Erin's story - dropout,-0.4588,Neutral,0.0,Neutral
565,"  I totally identify with your need to explain all the reasons why you made your decision to others,  when it's actually explaining to yourself",Erin's story - dropout,0.0,Neutral,0.0,Neutral
566,  REPLY    Anonymous on z3 July 2013 at 11:59 am Got to agree with the sentiments here,Erin's story - dropout,0.3612,Neutral,0.0,Neutral
567, I am currently weighing up my options concerning dropping  out over in the UK,Erin's story - dropout,-0.2732,Neutral,0.0,Neutral
568," After finishing my undergrad last year I applied for a PhD project involving  mathematical modelling of point source pollution in glacial lakes (as maths and ecology are my main  interests), and to do this I had to turn down a job offer",Erin's story - dropout,0.4588,Neutral,0.05555555555555555,Positive
569," Two days after accepting the PhD and  turning down the job offer I received an email stating that the funding had been withdrawn from the  PhD, which left me up the creek",Erin's story - dropout,0.34,Neutral,0.0,Neutral
570, My supervisor (who was also my Honours supervisor at undergrad)  managed to argue that pulling the funding at such short notice is unacceptable and blah blah blah,Erin's story - dropout,-0.5267,Negative,0.0,Neutral
571,"  The same funding body (ERDF) offered another project that my supervisor had applied for, desperate  to get hold of employment, considering I had turned down a good job offer and had moved into a new  apartment, I accepted the PhD",Erin's story - dropout,0.4939,Neutral,0.07878787878787878,Positive
572, Bad idea,Erin's story - dropout,-0.5423,Negative,-0.6999999999999998,Negative
573," The PhD is concerned with soil carbon, which is not  difficult by any means but for me is the most boring subject I have ever come across",Erin's story - dropout,-0.5859,Negative,-0.4947916666666667,Negative
574, I literally  can not bring myself to analyse one more soil sample in the lab,Erin's story - dropout,0.0,Neutral,0.0,Neutral
575," To add insult to injury, I  conducted my own fieldwork in my own vehicle and stayed in said vehicle (a VW Campervan) in order  to reduce costs, though the fieldwork costs still amount to more than £800/$1200; I haven't been  reimbursed for this fieldwork since November 2012",Erin's story - dropout,-0.7269,Negative,0.0,Neutral
576," Worse than that, since February 2013 I have been  working on an extra-curricular project that my supervisor has decided to take on, and one which has  no bearing on my PhD",Erin's story - dropout,-0.4767,Neutral,-0.2,Negative
577," I know I can just tell him that I am not willing to do the work, but as I  have always had a good working relationship with him I feel indebted, so out of a 3 year PhD I have  spent six months working on something else",Erin's story - dropout,0.4404,Neutral,0.475,Positive
578," On top of that, the funding body set up monthly  publicity events at which the grad students must attend and grin for the cameras and say how great  it all is (I contracted food poisoning from a dodgy ricotta and spinach spring roll-like-object at  the March event",Erin's story - dropout,0.7003,Positive,0.65,Positive
579, which of course made me happy),Erin's story - dropout,0.5719,Positive,0.8,Positive
580," I must admit, it is partly my fault; I am naive  enough to believe that all science is about is  intellectual enquiry and answering questions concerning nature regardless of their application to  the real world",Erin's story - dropout,0.2195,Neutral,0.05,Positive
581, I just want to research for the sake of research,Erin's story - dropout,0.0772,Neutral,0.0,Neutral
582," So, yes, I had unrealistic goals  in that respect, but to not be paid for a job that I didn't apply for in the first place and I am  not allowed to work on for six months is madness",Erin's story - dropout,0.5267,Positive,-0.125,Negative
583," Worst decision I have made in my life! I am  considering applying for alternative projects, but as my current supervisor is my primary reference  from my undergrad years, and even though I have published 3 papers in decent journals, I think it  will be difficult to get another PhD",Erin's story - dropout,-0.765,Negative,-0.18666666666666668,Negative
584,  REPLY    Mandy on 27 August 2013 at 7:44 pm Hi! I dropped out from a top 10 social sciences PhD in 2011 and spent two years re-building skills  for employability,Erin's story - dropout,-0.0772,Neutral,0.14444444444444446,Positive
585, I'll graduate from my current Master's program this December,Erin's story - dropout,0.0,Neutral,0.0,Neutral
586, I started a blog  that records my 99 days of job seeking before I graduate: http://99djs,Erin's story - dropout,0.0,Neutral,0.0,Neutral
587,com/ I mainly focus  on job seeking advice,Erin's story - dropout,0.0,Neutral,0.16666666666666666,Positive
588," If you face the same situation (dropped out but cannot find a good job), I hope my experience and advice are helpful to you!  REPLY    Brittany Ann on 19 November 2013 at 3",Erin's story - dropout,0.7579,Positive,0.7,Positive
589,15 pm http://dropouthub,Erin's story - dropout,0.0,Neutral,0.0,Neutral
590,com/ REPLY    Shelly on 10 December 2013 at 9:01 pm Thanks for this,Erin's story - dropout,0.4404,Neutral,0.2,Positive
591,  REPLY    Anonymous on 20 February 2014 at 5:02 pm Thank you so very much for this,Erin's story - dropout,0.3612,Neutral,0.2,Positive
592," I'm at a breaking point after 6 years in a graduate program, and  you've helped me feel a little less  terrified and alienated about the decision toward which I'm leaning",Erin's story - dropout,-0.1849,Neutral,-0.17708333333333331,Negative
593," <3  REPLY    Manisha on 24 April 2014 at :02 am  Hello, Erin",Erin's story - dropout,0.0,Neutral,0.0,Neutral
594, It's been nearly three years since your wrote this and nearly seven years since I  finally completed my Ph,Erin's story - dropout,0.0,Neutral,0.10000000000000002,Positive
595, Every word you wrote reminded me of why I walked away from that life  choice,Erin's story - dropout,0.0,Neutral,0.0,Neutral
596," When I finally finished I was crushed, devastated, depressed and totally unable to deal  with the world",Erin's story - dropout,-0.8402,Negative,-0.25,Negative
597, I was working at the time that I defended and one night I just walked out of my job  at the University,Erin's story - dropout,0.0,Neutral,0.0,Neutral
598, I walked into my office and packed up my things and never went back,Erin's story - dropout,0.0,Neutral,0.0,Neutral
599, I spent the  next three years of my life in dark depression,Erin's story - dropout,-0.5719,Negative,-0.075,Negative
600," To this day, I don't how or why my husband stuck  around",Erin's story - dropout,0.0,Neutral,0.0,Neutral
601," Despite the years of depression, I know with hard core certainty that leaving was the best  thing I ever did for myself",Erin's story - dropout,0.8224,Positive,0.35416666666666663,Positive
